template_id,version,status,name_tr,goal,level,split,days_per_week,duration_weeks,session_minutes_min,session_minutes_target,session_minutes_max,equipment_profile,progression_rule_id,compatible_focus_muscles,max_extra_sets_per_focus_muscle_week,max_focus_muscles,description_tr,source_basis,modality,library_tier
forge_hypertrophy_intermediate_5d_db_body_part_v29,1,active,Intermediate Hipertrofi 5 Gün Dumbbell,hypertrophy,intermediate,body_part,5,8,60,75,90,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_4d_db_upper_lower_v30,1,active,Advanced Hipertrofi 4 Gün Dumbbell,hypertrophy,advanced,upper_lower,4,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_2d_gym_full_body_v31,1,active,Beginner Hipertrofi 2 Gün Full Body,hypertrophy,beginner,full_body,2,8,30,40,50,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_3d_gym_full_body_v32,1,active,Intermediate Hipertrofi 3 Gün Full Body,hypertrophy,intermediate,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_4d_gym_upper_lower_v33,1,active,Advanced Hipertrofi 4 Gün Upper Lower,hypertrophy,advanced,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_5d_gym_body_part_v34,1,active,Beginner Hipertrofi 5 Gün Body Part,hypertrophy,beginner,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_6d_gym_push_pull_legs_v35,1,active,Intermediate Hipertrofi 6 Gün Push Pull Legs,hypertrophy,intermediate,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_2d_gym_full_body_v36,1,active,Advanced Hipertrofi 2 Gün Full Body,hypertrophy,advanced,full_body,2,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_3d_gym_full_body_v37,1,active,Beginner Hipertrofi 3 Gün Full Body,hypertrophy,beginner,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_4d_db_upper_lower_v38,1,active,Intermediate Hipertrofi 4 Gün Dumbbell,hypertrophy,intermediate,upper_lower,4,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_5d_db_body_part_v39,1,active,Advanced Hipertrofi 5 Gün Dumbbell,hypertrophy,advanced,body_part,5,8,60,75,90,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_6d_gym_push_pull_legs_v40,1,active,Beginner Hipertrofi 6 Gün Push Pull Legs,hypertrophy,beginner,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_2d_gym_full_body_v41,1,active,Intermediate Hipertrofi 2 Gün Full Body,hypertrophy,intermediate,full_body,2,8,30,40,50,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_3d_gym_full_body_v42,1,active,Advanced Hipertrofi 3 Gün Full Body,hypertrophy,advanced,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_4d_gym_upper_lower_v43,1,active,Beginner Hipertrofi 4 Gün Upper Lower,hypertrophy,beginner,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_5d_gym_body_part_v44,1,active,Intermediate Hipertrofi 5 Gün Body Part,hypertrophy,intermediate,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_6d_gym_push_pull_legs_v45,1,active,Advanced Hipertrofi 6 Gün Push Pull Legs,hypertrophy,advanced,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_2d_gym_full_body_v46,1,active,Beginner Hipertrofi 2 Gün Full Body,hypertrophy,beginner,full_body,2,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_3d_db_full_body_v47,1,active,Intermediate Hipertrofi 3 Gün Dumbbell,hypertrophy,intermediate,full_body,3,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_4d_db_upper_lower_v48,1,active,Advanced Hipertrofi 4 Gün Dumbbell,hypertrophy,advanced,upper_lower,4,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_5d_gym_body_part_v49,1,active,Beginner Hipertrofi 5 Gün Body Part,hypertrophy,beginner,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_6d_gym_push_pull_legs_v50,1,active,Intermediate Hipertrofi 6 Gün Push Pull Legs,hypertrophy,intermediate,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_2d_gym_full_body_v51,1,active,Advanced Hipertrofi 2 Gün Full Body,hypertrophy,advanced,full_body,2,8,30,40,50,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_3d_gym_full_body_v52,1,active,Beginner Hipertrofi 3 Gün Full Body,hypertrophy,beginner,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_4d_gym_upper_lower_v53,1,active,Intermediate Hipertrofi 4 Gün Upper Lower,hypertrophy,intermediate,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_5d_gym_body_part_v54,1,active,Advanced Hipertrofi 5 Gün Body Part,hypertrophy,advanced,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_6d_gym_push_pull_legs_v55,1,active,Beginner Hipertrofi 6 Gün Push Pull Legs,hypertrophy,beginner,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_2d_db_full_body_v56,1,active,Intermediate Hipertrofi 2 Gün Dumbbell,hypertrophy,intermediate,full_body,2,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_3d_db_full_body_v57,1,active,Advanced Hipertrofi 3 Gün Dumbbell,hypertrophy,advanced,full_body,3,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_4d_gym_upper_lower_v58,1,active,Beginner Hipertrofi 4 Gün Upper Lower,hypertrophy,beginner,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_5d_gym_body_part_v59,1,active,Intermediate Hipertrofi 5 Gün Body Part,hypertrophy,intermediate,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_6d_gym_push_pull_legs_v60,1,active,Advanced Hipertrofi 6 Gün Push Pull Legs,hypertrophy,advanced,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_2d_gym_full_body_v61,1,active,Beginner Hipertrofi 2 Gün Full Body,hypertrophy,beginner,full_body,2,8,30,40,50,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_3d_gym_full_body_v62,1,active,Intermediate Hipertrofi 3 Gün Full Body,hypertrophy,intermediate,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_4d_gym_upper_lower_v63,1,active,Advanced Hipertrofi 4 Gün Upper Lower,hypertrophy,advanced,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_5d_gym_body_part_v64,1,active,Beginner Hipertrofi 5 Gün Body Part,hypertrophy,beginner,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_4d_db_upper_lower_v65,1,active,Intermediate Hipertrofi 4 Gün Dumbbell,hypertrophy,intermediate,upper_lower,4,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_2d_db_full_body_v66,1,active,Advanced Hipertrofi 2 Gün Dumbbell,hypertrophy,advanced,full_body,2,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_3d_gym_full_body_v67,1,active,Beginner Hipertrofi 3 Gün Full Body,hypertrophy,beginner,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_4d_gym_upper_lower_v68,1,active,Intermediate Hipertrofi 4 Gün Upper Lower,hypertrophy,intermediate,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_5d_gym_body_part_v69,1,active,Advanced Hipertrofi 5 Gün Body Part,hypertrophy,advanced,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_6d_gym_push_pull_legs_v70,1,active,Beginner Hipertrofi 6 Gün Push Pull Legs,hypertrophy,beginner,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_2d_gym_full_body_v71,1,active,Intermediate Hipertrofi 2 Gün Full Body,hypertrophy,intermediate,full_body,2,8,30,40,50,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_3d_gym_full_body_v72,1,active,Advanced Hipertrofi 3 Gün Full Body,hypertrophy,advanced,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_4d_gym_upper_lower_v73,1,active,Beginner Hipertrofi 4 Gün Upper Lower,hypertrophy,beginner,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_5d_db_body_part_v74,1,active,Intermediate Hipertrofi 5 Gün Dumbbell,hypertrophy,intermediate,body_part,5,8,60,75,90,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_4d_db_upper_lower_v75,1,active,Advanced Hipertrofi 4 Gün Dumbbell,hypertrophy,advanced,upper_lower,4,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_2d_gym_full_body_v76,1,active,Beginner Hipertrofi 2 Gün Full Body,hypertrophy,beginner,full_body,2,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_3d_gym_full_body_v77,1,active,Intermediate Hipertrofi 3 Gün Full Body,hypertrophy,intermediate,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_4d_gym_upper_lower_v78,1,active,Advanced Hipertrofi 4 Gün Upper Lower,hypertrophy,advanced,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_5d_gym_body_part_v79,1,active,Beginner Hipertrofi 5 Gün Body Part,hypertrophy,beginner,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_6d_gym_push_pull_legs_v80,1,active,Intermediate Hipertrofi 6 Gün Push Pull Legs,hypertrophy,intermediate,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_2d_gym_full_body_v81,1,active,Advanced Hipertrofi 2 Gün Full Body,hypertrophy,advanced,full_body,2,8,30,40,50,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_3d_gym_full_body_v82,1,active,Beginner Hipertrofi 3 Gün Full Body,hypertrophy,beginner,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_4d_db_upper_lower_v83,1,active,Intermediate Hipertrofi 4 Gün Dumbbell,hypertrophy,intermediate,upper_lower,4,8,45,60,75,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_5d_db_body_part_v84,1,active,Advanced Hipertrofi 5 Gün Dumbbell,hypertrophy,advanced,body_part,5,8,60,75,90,dumbbell_only,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_6d_gym_push_pull_legs_v85,1,active,Beginner Hipertrofi 6 Gün Push Pull Legs,hypertrophy,beginner,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_2d_gym_full_body_v86,1,active,Intermediate Hipertrofi 2 Gün Full Body,hypertrophy,intermediate,full_body,2,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_3d_gym_full_body_v87,1,active,Advanced Hipertrofi 3 Gün Full Body,hypertrophy,advanced,full_body,3,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_beginner_4d_gym_upper_lower_v88,1,active,Beginner Hipertrofi 4 Gün Upper Lower,hypertrophy,beginner,upper_lower,4,8,45,60,75,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",2,1,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_intermediate_5d_gym_body_part_v89,1,active,Intermediate Hipertrofi 5 Gün Body Part,hypertrophy,intermediate,body_part,5,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
forge_hypertrophy_advanced_6d_gym_push_pull_legs_v90,1,active,Advanced Hipertrofi 6 Gün Push Pull Legs,hypertrophy,advanced,push_pull_legs,6,8,60,75,90,full_gym,double_progression,"upper_chest,chest,lats,upper_back,side_delts,rear_delts,biceps,triceps,quads,hamstrings,glutes,calves",4,2,"Kas gelişimi için dengeli frekans, hacim ve egzersiz sırası.",FORGE Programming Bible + deterministic archetype expansion v2,hypertrophy,reviewed_generated
